"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.sentence01","Input.sentence02","Input.sentence03","Input.sentence04","Input.sentence05","Input.sentence06","Input.sentence07","Input.sentence08","Input.sentence09","Input.sentence10","Input.sentence11","Input.sentence12","Input.sentence13","Input.sentence14","Input.sentence15","Input.sentence16","Input.sentence17","Input.sentence18","Input.sentence19","Input.sentence20","Input.sentence21","Input.sentence22","Input.sentence23","Input.sentence24","Input.sentence25","Input.sentence26","Input.sentence27","Input.sentence28","Input.sentence29","Input.sentence30","Input.sentence31","Input.sentence32","Input.sentence33","Input.sentence34","Input.sentence35","Answer.Age","Answer.Consent","Answer.Country","Answer.Degree","Answer.Ethnicity","Answer.Gender","Answer.Hispanic","Answer.Language","Answer.Sex","Answer.YearsSchooling","Answer.sentence01","Answer.sentence02","Answer.sentence03","Answer.sentence04","Answer.sentence05","Answer.sentence06","Answer.sentence07","Answer.sentence08","Answer.sentence09","Answer.sentence10","Answer.sentence11","Answer.sentence12","Answer.sentence13","Answer.sentence14","Answer.sentence15","Answer.sentence16","Answer.sentence17","Answer.sentence18","Answer.sentence19","Answer.sentence20","Answer.sentence21","Answer.sentence22","Answer.sentence23","Answer.sentence24","Answer.sentence25","Answer.sentence26","Answer.sentence27","Answer.sentence28","Answer.sentence29","Answer.sentence30","Answer.sentence31","Answer.sentence32","Answer.sentence33","Answer.sentence34","Answer.sentence35","Approve","Reject"
""3M7OI89LVYASM51I6BBNMRWF7M5C67","36FWM6US0KEE3QUJE1EPOE9CQMWS4N","Fill-in the last word of sentences with your best guess","Read a set of sentences; each is missing its last word. Fill in your best guess.","survey, demographics, language, psychology, neuroscience, word","$0.40","Wed Jul 27 15:39:15 PDT 2016","105","BatchId:2478944;","1200","100800","Sun Sep 25 15:39:15 PDT 2016","","","304SM51WA4QHLI42PQOX0WI94QESBK","1","Approved","Thu Jul 28 09:29:21 PDT 2016","Thu Jul 28 09:38:07 PDT 2016","Fri Jul 29 13:38:07 PDT 2016","Thu Jul 28 09:52:33 PDT 2016","","","526","100% (4/4)","0% (0/0)","0% (0/0)","He hated bees and feared encountering a __________.","Grace laughed when he referred to her as a __________.","The baby's face puckered when she ate something __________.","The beach is the place we will usually __________.","After waiting three hours, Cal whined and started to __________.","While watching the funny movie, Kim was overcome with __________.","Hearing noises from above, the confused man inspected the __________.","The restaurants on the west end were very __________.","Tim was very tired, so he was difficult to __________.","Jean was satisfied as her sculpture began to take __________.","Pressed for time, Beth made a quick grocery __________.","A village was discovered between the mountains, in a __________.","David lost tug-of-war because he was too tired to __________.","The patient was angry for receiving the wrong __________.","Paige thought the color of the wall was rather __________.","The stockholders meeting started after a short __________.","A gardener, Harry likes to fertilize plants with __________.","Josie drank a large glass of milk every __________.","Running low on cookies, the bakery needed a new __________.","The clothier grabbed a bolt of cloth from the __________.","The reckless driver drove too quickly around the __________.","The girls made beautiful designs on the street with __________.","Tom was told that this particular plant was a __________.","You could be seriously injured by a horse __________.","As Aiden aged, he began to lose his __________.","The horse broke the fence by kicking out his __________.","After a long workday, Jack was excited to __________.","Daniel loved Annie and couldn't help but __________.","The sailor entered the deck after lifting the door's __________.","Allison did not like her husband calling her __________.","The impatient man kept glancing at his __________.","The treasure chest didn't close because of a broken __________.","Looking for local beer, people walked to the __________.","Isaiah loved to see the wild eagles __________.","After the marathon, Kelly dined at a buffet to __________.","25","Yes","USA","BS","Prefer not to reply","Prefer not to reply","","No","Prefer not to reply","17","swarm","clown","sour","vacation","squint","laughter","attic","clean","awaken","shape","stop","cave","pull","medication","plain","breakfast","dung","day","batch","closet","corner","chalk","gymnosperm","kick","hair","legs","relax","smile","bolt","Ali","watch","latch","pub","soaring","recover"
""3M7OI89LVYASM51I6BBNMRWF7M5C67","36FWM6US0KEE3QUJE1EPOE9CQMWS4N","Fill-in the last word of sentences with your best guess","Read a set of sentences; each is missing its last word. Fill in your best guess.","survey, demographics, language, psychology, neuroscience, word","$0.40","Wed Jul 27 15:39:15 PDT 2016","105","BatchId:2478944;","1200","100800","Sun Sep 25 15:39:15 PDT 2016","","","308XBLVESJQ5K34PA1OSAMDDIUBRBN","2","Approved","Fri Jul 29 07:42:42 PDT 2016","Fri Jul 29 07:47:39 PDT 2016","Sat Jul 30 11:47:39 PDT 2016","Fri Jul 29 09:04:54 PDT 2016","","","297","100% (27/27)","0% (0/0)","0% (0/0)","He hated bees and feared encountering a __________.","Grace laughed when he referred to her as a __________.","The baby's face puckered when she ate something __________.","The beach is the place we will usually __________.","After waiting three hours, Cal whined and started to __________.","While watching the funny movie, Kim was overcome with __________.","Hearing noises from above, the confused man inspected the __________.","The restaurants on the west end were very __________.","Tim was very tired, so he was difficult to __________.","Jean was satisfied as her sculpture began to take __________.","Pressed for time, Beth made a quick grocery __________.","A village was discovered between the mountains, in a __________.","David lost tug-of-war because he was too tired to __________.","The patient was angry for receiving the wrong __________.","Paige thought the color of the wall was rather __________.","The stockholders meeting started after a short __________.","A gardener, Harry likes to fertilize plants with __________.","Josie drank a large glass of milk every __________.","Running low on cookies, the bakery needed a new __________.","The clothier grabbed a bolt of cloth from the __________.","The reckless driver drove too quickly around the __________.","The girls made beautiful designs on the street with __________.","Tom was told that this particular plant was a __________.","You could be seriously injured by a horse __________.","As Aiden aged, he began to lose his __________.","The horse broke the fence by kicking out his __________.","After a long workday, Jack was excited to __________.","Daniel loved Annie and couldn't help but __________.","The sailor entered the deck after lifting the door's __________.","Allison did not like her husband calling her __________.","The impatient man kept glancing at his __________.","The treasure chest didn't close because of a broken __________.","Looking for local beer, people walked to the __________.","Isaiah loved to see the wild eagles __________.","After the marathon, Kelly dined at a buffet to __________.","{}","Yes","{}","{}","","","","","","{}","swarm","diva","salty","meet","complain","laughter","attic","expensive","control","shape","run","valley","pull","dose","boring","break","dung","morning","batch","shelf","corner","chalk","hybrid","hoof","teeth","leg","leave","smile","latch","suspicious","watch","lock","store","soar","celebrate"
""3M7OI89LVYASM51I6BBNMRWF7M5C67","36FWM6US0KEE3QUJE1EPOE9CQMWS4N","Fill-in the last word of sentences with your best guess","Read a set of sentences; each is missing its last word. Fill in your best guess.","survey, demographics, language, psychology, neuroscience, word","$0.40","Wed Jul 27 15:39:15 PDT 2016","105","BatchId:2478944;","1200","100800","Sun Sep 25 15:39:15 PDT 2016","","","30IQTZXKALSOXCNRLKXVFN3IS3I0XH","3","Approved","Thu Jul 28 17:22:47 PDT 2016","Thu Jul 28 17:26:53 PDT 2016","Fri Jul 29 21:26:53 PDT 2016","Thu Jul 28 18:44:02 PDT 2016","","","246","100% (9/9)","0% (0/0)","0% (0/0)","He hated bees and feared encountering a __________.","Grace laughed when he referred to her as a __________.","The baby's face puckered when she ate something __________.","The beach is the place we will usually __________.","After waiting three hours, Cal whined and started to __________.","While watching the funny movie, Kim was overcome with __________.","Hearing noises from above, the confused man inspected the __________.","The restaurants on the west end were very __________.","Tim was very tired, so he was difficult to __________.","Jean was satisfied as her sculpture began to take __________.","Pressed for time, Beth made a quick grocery __________.","A village was discovered between the mountains, in a __________.","David lost tug-of-war because he was too tired to __________.","The patient was angry for receiving the wrong __________.","Paige thought the color of the wall was rather __________.","The stockholders meeting started after a short __________.","A gardener, Harry likes to fertilize plants with __________.","Josie drank a large glass of milk every __________.","Running low on cookies, the bakery needed a new __________.","The clothier grabbed a bolt of cloth from the __________.","The reckless driver drove too quickly around the __________.","The girls made beautiful designs on the street with __________.","Tom was told that this particular plant was a __________.","You could be seriously injured by a horse __________.","As Aiden aged, he began to lose his __________.","The horse broke the fence by kicking out his __________.","After a long workday, Jack was excited to __________.","Daniel loved Annie and couldn't help but __________.","The sailor entered the deck after lifting the door's __________.","Allison did not like her husband calling her __________.","The impatient man kept glancing at his __________.","The treasure chest didn't close because of a broken __________.","Looking for local beer, people walked to the __________.","Isaiah loved to see the wild eagles __________.","After the marathon, Kelly dined at a buffet to __________.","30","Yes","USA","Trade certification","Black or African American","Woman","Hispanic or Latino","Yes","Female","15","Hive","Wizard","Sour","Vacation","Weep","Laughter","Bedroom","Expensive","Help","Form","Run","Cave","Pull","Medication","Drab","Presentation","Poop","Day","Batch","Shelf","Corner","Chalk","Ficus","Hoof","Hair","Legs","Relax","Blush","Hatch","Babe","Watch","Lock","Pub","Soar","Eat"
""3M7OI89LVYASM51I6BBNMRWF7M5C67","36FWM6US0KEE3QUJE1EPOE9CQMWS4N","Fill-in the last word of sentences with your best guess","Read a set of sentences; each is missing its last word. Fill in your best guess.","survey, demographics, language, psychology, neuroscience, word","$0.40","Wed Jul 27 15:39:15 PDT 2016","105","BatchId:2478944;","1200","100800","Sun Sep 25 15:39:15 PDT 2016","","","3180JW2OT5YMXZ431MO659RUY85J5E","4","Approved","Wed Jul 27 19:13:50 PDT 2016","Wed Jul 27 19:24:33 PDT 2016","Thu Jul 28 23:24:33 PDT 2016","Thu Jul 28 09:02:54 PDT 2016","","","643","100% (31/31)","0% (0/0)","0% (0/0)","He hated bees and feared encountering a __________.","Grace laughed when he referred to her as a __________.","The baby's face puckered when she ate something __________.","The beach is the place we will usually __________.","After waiting three hours, Cal whined and started to __________.","While watching the funny movie, Kim was overcome with __________.","Hearing noises from above, the confused man inspected the __________.","The restaurants on the west end were very __________.","Tim was very tired, so he was difficult to __________.","Jean was satisfied as her sculpture began to take __________.","Pressed for time, Beth made a quick grocery __________.","A village was discovered between the mountains, in a __________.","David lost tug-of-war because he was too tired to __________.","The patient was angry for receiving the wrong __________.","Paige thought the color of the wall was rather __________.","The stockholders meeting started after a short __________.","A gardener, Harry likes to fertilize plants with __________.","Josie drank a large glass of milk every __________.","Running low on cookies, the bakery needed a new __________.","The clothier grabbed a bolt of cloth from the __________.","The reckless driver drove too quickly around the __________.","The girls made beautiful designs on the street with __________.","Tom was told that this particular plant was a __________.","You could be seriously injured by a horse __________.","As Aiden aged, he began to lose his __________.","The horse broke the fence by kicking out his __________.","After a long workday, Jack was excited to __________.","Daniel loved Annie and couldn't help but __________.","The sailor entered the deck after lifting the door's __________.","Allison did not like her husband calling her __________.","The impatient man kept glancing at his __________.","The treasure chest didn't close because of a broken __________.","Looking for local beer, people walked to the __________.","Isaiah loved to see the wild eagles __________.","After the marathon, Kelly dined at a buffet to __________.","46","Yes","United States","Associates","White or Caucasian","Woman","Non-Hispanic or Non-Latino","Yes","Female","14","nest","dork","sour","swim","cry","laughter","attic","posh","read","pictures","stop","valley","pull","pills","dull","interruption","manure","day","oven","shelf","corner","chalk","rose","kick","fat","feet","swim","smile","latch","fat","watch","hinge","store","fly","celebrate"
""3M7OI89LVYASM51I6BBNMRWF7M5C67","36FWM6US0KEE3QUJE1EPOE9CQMWS4N","Fill-in the last word of sentences with your best guess","Read a set of sentences; each is missing its last word. Fill in your best guess.","survey, demographics, language, psychology, neuroscience, word","$0.40","Wed Jul 27 15:39:15 PDT 2016","105","BatchId:2478944;","1200","100800","Sun Sep 25 15:39:15 PDT 2016","","","32XVDSJFP0JKZAR1M0Z0NUGZI1E2MN","5","Approved","Fri Jul 29 09:25:16 PDT 2016","Fri Jul 29 09:30:39 PDT 2016","Sat Jul 30 13:30:39 PDT 2016","Fri Jul 29 09:46:49 PDT 2016","","","323","100% (13/13)","0% (0/0)","0% (0/0)","He hated bees and feared encountering a __________.","Grace laughed when he referred to her as a __________.","The baby's face puckered when she ate something __________.","The beach is the place we will usually __________.","After waiting three hours, Cal whined and started to __________.","While watching the funny movie, Kim was overcome with __________.","Hearing noises from above, the confused man inspected the __________.","The restaurants on the west end were very __________.","Tim was very tired, so he was difficult to __________.","Jean was satisfied as her sculpture began to take __________.","Pressed for time, Beth made a quick grocery __________.","A village was discovered between the mountains, in a __________.","David lost tug-of-war because he was too tired to __________.","The patient was angry for receiving the wrong __________.","Paige thought the color of the wall was rather __________.","The stockholders meeting started after a short __________.","A gardener, Harry likes to fertilize plants with __________.","Josie drank a large glass of milk every __________.","Running low on cookies, the bakery needed a new __________.","The clothier grabbed a bolt of cloth from the __________.","The reckless driver drove too quickly around the __________.","The girls made beautiful designs on the street with __________.","Tom was told that this particular plant was a __________.","You could be seriously injured by a horse __________.","As Aiden aged, he began to lose his __________.","The horse broke the fence by kicking out his __________.","After a long workday, Jack was excited to __________.","Daniel loved Annie and couldn't help but __________.","The sailor entered the deck after lifting the door's __________.","Allison did not like her husband calling her __________.","The impatient man kept glancing at his __________.","The treasure chest didn't close because of a broken __________.","Looking for local beer, people walked to the __________.","Isaiah loved to see the wild eagles __________.","After the marathon, Kelly dined at a buffet to __________.","57","Yes","United States","Bachelors","White or Caucasian","Man","Non-Hispanic or Non-Latino","Yes","Male","17","nest","boy","sour","vacation","cry","laughter","attic","expensive","wake","form","stop","valley","pull","medicine","dull","video","manure","morning","batch","rack","corner","chalk","weed","kick","hair","legs","leave","propose","handle","fat","watch","lock","store","fly","eat"
""3M7OI89LVYASM51I6BBNMRWF7M5C67","36FWM6US0KEE3QUJE1EPOE9CQMWS4N","Fill-in the last word of sentences with your best guess","Read a set of sentences; each is missing its last word. Fill in your best guess.","survey, demographics, language, psychology, neuroscience, word","$0.40","Wed Jul 27 15:39:15 PDT 2016","105","BatchId:2478944;","1200","100800","Sun Sep 25 15:39:15 PDT 2016","","","32ZKVD547G9D11JNZBNWSOAXCH0B3A","6","Approved","Fri Jul 29 11:38:11 PDT 2016","Fri Jul 29 11:41:34 PDT 2016","Sat Jul 30 15:41:34 PDT 2016","Fri Jul 29 12:26:56 PDT 2016","","","203","100% (22/22)","0% (0/0)","0% (0/0)","He hated bees and feared encountering a __________.","Grace laughed when he referred to her as a __________.","The baby's face puckered when she ate something __________.","The beach is the place we will usually __________.","After waiting three hours, Cal whined and started to __________.","While watching the funny movie, Kim was overcome with __________.","Hearing noises from above, the confused man inspected the __________.","The restaurants on the west end were very __________.","Tim was very tired, so he was difficult to __________.","Jean was satisfied as her sculpture began to take __________.","Pressed for time, Beth made a quick grocery __________.","A village was discovered between the mountains, in a __________.","David lost tug-of-war because he was too tired to __________.","The patient was angry for receiving the wrong __________.","Paige thought the color of the wall was rather __________.","The stockholders meeting started after a short __________.","A gardener, Harry likes to fertilize plants with __________.","Josie drank a large glass of milk every __________.","Running low on cookies, the bakery needed a new __________.","The clothier grabbed a bolt of cloth from the __________.","The reckless driver drove too quickly around the __________.","The girls made beautiful designs on the street with __________.","Tom was told that this particular plant was a __________.","You could be seriously injured by a horse __________.","As Aiden aged, he began to lose his __________.","The horse broke the fence by kicking out his __________.","After a long workday, Jack was excited to __________.","Daniel loved Annie and couldn't help but __________.","The sailor entered the deck after lifting the door's __________.","Allison did not like her husband calling her __________.","The impatient man kept glancing at his __________.","The treasure chest didn't close because of a broken __________.","Looking for local beer, people walked to the __________.","Isaiah loved to see the wild eagles __________.","After the marathon, Kelly dined at a buffet to __________.","28","Yes","USA","Masters","White or Caucasian","Man","Non-Hispanic or Non-Latino","Yes","Male","23","hive","child","sour","relax","paw","joy","ceiling","crowded","tolerate","shape","run","valley","pull","medicine","boring","break","manure","day","batch","store","corner","chalk","peony","kick","fear","legs","relax","smile","hatch","sweetums","watch","latch","bar","soar","refuel"
""3M7OI89LVYASM51I6BBNMRWF7M5C67","36FWM6US0KEE3QUJE1EPOE9CQMWS4N","Fill-in the last word of sentences with your best guess","Read a set of sentences; each is missing its last word. Fill in your best guess.","survey, demographics, language, psychology, neuroscience, word","$0.40","Wed Jul 27 15:39:15 PDT 2016","105","BatchId:2478944;","1200","100800","Sun Sep 25 15:39:15 PDT 2016","","","336YQZE83W0CY7AO4J1YL1JB2BLM5O","7","Approved","Fri Jul 29 07:07:33 PDT 2016","Fri Jul 29 07:11:03 PDT 2016","Sat Jul 30 11:11:03 PDT 2016","Fri Jul 29 09:04:54 PDT 2016","","","210","100% (64/64)","0% (0/0)","0% (0/0)","He hated bees and feared encountering a __________.","Grace laughed when he referred to her as a __________.","The baby's face puckered when she ate something __________.","The beach is the place we will usually __________.","After waiting three hours, Cal whined and started to __________.","While watching the funny movie, Kim was overcome with __________.","Hearing noises from above, the confused man inspected the __________.","The restaurants on the west end were very __________.","Tim was very tired, so he was difficult to __________.","Jean was satisfied as her sculpture began to take __________.","Pressed for time, Beth made a quick grocery __________.","A village was discovered between the mountains, in a __________.","David lost tug-of-war because he was too tired to __________.","The patient was angry for receiving the wrong __________.","Paige thought the color of the wall was rather __________.","The stockholders meeting started after a short __________.","A gardener, Harry likes to fertilize plants with __________.","Josie drank a large glass of milk every __________.","Running low on cookies, the bakery needed a new __________.","The clothier grabbed a bolt of cloth from the __________.","The reckless driver drove too quickly around the __________.","The girls made beautiful designs on the street with __________.","Tom was told that this particular plant was a __________.","You could be seriously injured by a horse __________.","As Aiden aged, he began to lose his __________.","The horse broke the fence by kicking out his __________.","After a long workday, Jack was excited to __________.","Daniel loved Annie and couldn't help but __________.","The sailor entered the deck after lifting the door's __________.","Allison did not like her husband calling her __________.","The impatient man kept glancing at his __________.","The treasure chest didn't close because of a broken __________.","Looking for local beer, people walked to the __________.","Isaiah loved to see the wild eagles __________.","After the marathon, Kelly dined at a buffet to __________.","33","Yes","usa","high school","Asian","Woman","Non-Hispanic or Non-Latino","Yes","Female","12","hive","stinky","sour","visit","leave","laughter","attic","chic","wake","form","run","valley","fight","medication","inspiring","break","eggs","morning","batch","pile","turn","paint","mandrake","kick","hair","stall","nap","smile","hatch","fat","watch","latch","pub","soar","replenish"
""3M7OI89LVYASM51I6BBNMRWF7M5C67","36FWM6US0KEE3QUJE1EPOE9CQMWS4N","Fill-in the last word of sentences with your best guess","Read a set of sentences; each is missing its last word. Fill in your best guess.","survey, demographics, language, psychology, neuroscience, word","$0.40","Wed Jul 27 15:39:15 PDT 2016","105","BatchId:2478944;","1200","100800","Sun Sep 25 15:39:15 PDT 2016","","","338JKRMM27LNCZLU8IC217R1DTJHAS","8","Approved","Wed Jul 27 17:04:00 PDT 2016","Wed Jul 27 17:06:46 PDT 2016","Thu Jul 28 21:06:46 PDT 2016","Thu Jul 28 09:02:54 PDT 2016","","","166","100% (2/2)","0% (0/0)","0% (0/0)","He hated bees and feared encountering a __________.","Grace laughed when he referred to her as a __________.","The baby's face puckered when she ate something __________.","The beach is the place we will usually __________.","After waiting three hours, Cal whined and started to __________.","While watching the funny movie, Kim was overcome with __________.","Hearing noises from above, the confused man inspected the __________.","The restaurants on the west end were very __________.","Tim was very tired, so he was difficult to __________.","Jean was satisfied as her sculpture began to take __________.","Pressed for time, Beth made a quick grocery __________.","A village was discovered between the mountains, in a __________.","David lost tug-of-war because he was too tired to __________.","The patient was angry for receiving the wrong __________.","Paige thought the color of the wall was rather __________.","The stockholders meeting started after a short __________.","A gardener, Harry likes to fertilize plants with __________.","Josie drank a large glass of milk every __________.","Running low on cookies, the bakery needed a new __________.","The clothier grabbed a bolt of cloth from the __________.","The reckless driver drove too quickly around the __________.","The girls made beautiful designs on the street with __________.","Tom was told that this particular plant was a __________.","You could be seriously injured by a horse __________.","As Aiden aged, he began to lose his __________.","The horse broke the fence by kicking out his __________.","After a long workday, Jack was excited to __________.","Daniel loved Annie and couldn't help but __________.","The sailor entered the deck after lifting the door's __________.","Allison did not like her husband calling her __________.","The impatient man kept glancing at his __________.","The treasure chest didn't close because of a broken __________.","Looking for local beer, people walked to the __________.","Isaiah loved to see the wild eagles __________.","After the marathon, Kelly dined at a buffet to __________.","33","Yes","USA","Bachelor","White or Caucasian","Woman","Non-Hispanic or Non-Latino","Yes","Female","16","swarm","clown","sour","celebrate","pace","laughter","ceiling","expensive","entertain","form","run","valley","pull","treatment","pretty","break","tomatoes","day","baker","room","bend","chalk","flytrap","kick","looks","hooves","go home","smile","hatch","names","watch","latch","brewery","soar","eat"
""3M7OI89LVYASM51I6BBNMRWF7M5C67","36FWM6US0KEE3QUJE1EPOE9CQMWS4N","Fill-in the last word of sentences with your best guess","Read a set of sentences; each is missing its last word. Fill in your best guess.","survey, demographics, language, psychology, neuroscience, word","$0.40","Wed Jul 27 15:39:15 PDT 2016","105","BatchId:2478944;","1200","100800","Sun Sep 25 15:39:15 PDT 2016","","","33C7UALJVMKYP0719VP3DT5Z6GJ81C","9","Approved","Wed Jul 27 16:21:05 PDT 2016","Wed Jul 27 16:24:17 PDT 2016","Thu Jul 28 20:24:17 PDT 2016","Thu Jul 28 09:02:52 PDT 2016","","","192","100% (65/65)","0% (0/0)","0% (0/0)","He hated bees and feared encountering a __________.","Grace laughed when he referred to her as a __________.","The baby's face puckered when she ate something __________.","The beach is the place we will usually __________.","After waiting three hours, Cal whined and started to __________.","While watching the funny movie, Kim was overcome with __________.","Hearing noises from above, the confused man inspected the __________.","The restaurants on the west end were very __________.","Tim was very tired, so he was difficult to __________.","Jean was satisfied as her sculpture began to take __________.","Pressed for time, Beth made a quick grocery __________.","A village was discovered between the mountains, in a __________.","David lost tug-of-war because he was too tired to __________.","The patient was angry for receiving the wrong __________.","Paige thought the color of the wall was rather __________.","The stockholders meeting started after a short __________.","A gardener, Harry likes to fertilize plants with __________.","Josie drank a large glass of milk every __________.","Running low on cookies, the bakery needed a new __________.","The clothier grabbed a bolt of cloth from the __________.","The reckless driver drove too quickly around the __________.","The girls made beautiful designs on the street with __________.","Tom was told that this particular plant was a __________.","You could be seriously injured by a horse __________.","As Aiden aged, he began to lose his __________.","The horse broke the fence by kicking out his __________.","After a long workday, Jack was excited to __________.","Daniel loved Annie and couldn't help but __________.","The sailor entered the deck after lifting the door's __________.","Allison did not like her husband calling her __________.","The impatient man kept glancing at his __________.","The treasure chest didn't close because of a broken __________.","Looking for local beer, people walked to the __________.","Isaiah loved to see the wild eagles __________.","After the marathon, Kelly dined at a buffet to __________.","33","Yes","United States","High School Diploma","White or Caucasian","Other","Non-Hispanic or Non-Latino","Yes","Female","14","bee","friend","sour","visit","fidget","laughter","ceiling","expensive","engage","shape","run","valley","pull","medication","bland","presentation","manure","day","batch","shelf","corner","chalk","hibicus","kick","bravado","feet","leave","gush","bolt","honey","watch","lock","brewery","fly","refuel"
""3M7OI89LVYASM51I6BBNMRWF7M5C67","36FWM6US0KEE3QUJE1EPOE9CQMWS4N","Fill-in the last word of sentences with your best guess","Read a set of sentences; each is missing its last word. Fill in your best guess.","survey, demographics, language, psychology, neuroscience, word","$0.40","Wed Jul 27 15:39:15 PDT 2016","105","BatchId:2478944;","1200","100800","Sun Sep 25 15:39:15 PDT 2016","","","33FBRBDW6PLIC3HZPSENUPOQAE2C80","10","Approved","Wed Jul 27 19:42:13 PDT 2016","Wed Jul 27 19:47:34 PDT 2016","Thu Jul 28 23:47:34 PDT 2016","Thu Jul 28 09:02:55 PDT 2016","","","321","100% (23/23)","0% (0/0)","0% (0/0)","He hated bees and feared encountering a __________.","Grace laughed when he referred to her as a __________.","The baby's face puckered when she ate something __________.","The beach is the place we will usually __________.","After waiting three hours, Cal whined and started to __________.","While watching the funny movie, Kim was overcome with __________.","Hearing noises from above, the confused man inspected the __________.","The restaurants on the west end were very __________.","Tim was very tired, so he was difficult to __________.","Jean was satisfied as her sculpture began to take __________.","Pressed for time, Beth made a quick grocery __________.","A village was discovered between the mountains, in a __________.","David lost tug-of-war because he was too tired to __________.","The patient was angry for receiving the wrong __________.","Paige thought the color of the wall was rather __________.","The stockholders meeting started after a short __________.","A gardener, Harry likes to fertilize plants with __________.","Josie drank a large glass of milk every __________.","Running low on cookies, the bakery needed a new __________.","The clothier grabbed a bolt of cloth from the __________.","The reckless driver drove too quickly around the __________.","The girls made beautiful designs on the street with __________.","Tom was told that this particular plant was a __________.","You could be seriously injured by a horse __________.","As Aiden aged, he began to lose his __________.","The horse broke the fence by kicking out his __________.","After a long workday, Jack was excited to __________.","Daniel loved Annie and couldn't help but __________.","The sailor entered the deck after lifting the door's __________.","Allison did not like her husband calling her __________.","The impatient man kept glancing at his __________.","The treasure chest didn't close because of a broken __________.","Looking for local beer, people walked to the __________.","Isaiah loved to see the wild eagles __________.","After the marathon, Kelly dined at a buffet to __________.","51","Yes","USA","Bachelor","White or Caucasian","Woman","Non-Hispanic or Non-Latino","Yes","Female","16","Nest","Bimbo","Sour","Rest","Cry","Laughter","Roof","Expensive","Understand","Shape","Run","Valley","Pull","Medication","Dull","Break","Manure","Day","Dozen","Shelf","Bend","Chalk","Perennial","Jump","Fat","Stall","Leave","Smile","Latch","Honey","Watch","Latch","Distributor","Fly","Eat"
